region,idc,puntaje,nem,ingreso2,vacantes,ingreso,year,stem,area
7,9770,,,,30,57,2018,0,Art/Humanities
7,28533,,,,34,91,2018,0,Art/Humanities
7,28534,,,,28,64,2018,0,Art/Humanities
7,19738,,,,30,83,2018,0,Art/Humanities
7,5801,,,,,27,2018,0,Art/Humanities
7,9850,,,,40,50,2018,0,Art/Humanities
3,5816,,,,30,55,2018,0,Art/Humanities
10,14277,,,,20,42,2018,0,Art/Humanities
9,5734,,,,,7,2018,0,Art/Humanities
7,5790,,,,25,60,2018,0,Art/Humanities
7,9771,,,,25,49,2018,0,Art/Humanities
14,5881,,,,,4,2018,0,Art/Humanities
8,5776,,,,,31,2018,0,Art/Humanities
7,5890,,,,30,78,2018,0,Art/Humanities
7,15449,,,,,33,2018,0,Art/Humanities
6,5835,,,,25,60,2018,0,Art/Humanities
7,32742,,,,25,65,2018,0,Art/Humanities
7,29524,,,,,1,2018,0,Art/Humanities
7,29533,,,,,11,2018,0,Art/Humanities
7,29539,,,,,1,2018,0,Art/Humanities
7,9654,,,,,30,2018,0,Art/Humanities
7,9655,,,,,8,2018,0,Art/Humanities
7,16495,,,,40,91,2018,0,Art/Humanities
7,16497,,,,30,80,2018,0,Art/Humanities
7,16500,,,,30,66,2018,0,Art/Humanities
7,17545,,,,30,45,2018,0,Art/Humanities
7,27693,,,,,6,2018,0,Art/Humanities
10,13502,,,,35,50,2018,0,Art/Humanities
5,38730,,,,30,32,2018,0,Art/Humanities
7,38708,,,,25,26,2018,0,Art/Humanities
7,38709,,,,25,29,2018,0,Art/Humanities
7,36663,,,,25,40,2018,0,Art/Humanities
7,36696,,,,25,36,2018,0,Art/Humanities
1,29650,,,,20,36,2018,0,Art/Humanities
9,29728,,,,15,37,2018,0,Art/Humanities
2,29729,,,,30,43,2018,0,Art/Humanities
5,29651,,,,30,61,2018,0,Art/Humanities
7,29610,,,,15,29,2018,0,Art/Humanities
14,29730,,,,18,35,2018,0,Art/Humanities
7,29732,,,,33,69,2018,0,Art/Humanities
7,32131,,,,23,49,2018,0,Art/Humanities
16,29731,,,,20,35,2018,0,Art/Humanities
8,29733,,,,20,38,2018,0,Art/Humanities
12,29735,,,,30,53,2018,0,Art/Humanities
6,29734,,,,15,37,2018,0,Art/Humanities
6,33934,,,,,2,2018,0,Art/Humanities
7,29628,,,,30,45,2018,0,Art/Humanities
6,29654,,,,15,28,2018,0,Art/Humanities
7,4926,,,,60,87,2018,0,Art/Humanities
7,4928,,,,25,32,2018,0,Art/Humanities
7,23922,,,,15,12,2018,0,Art/Humanities
7,40482,,,,15,4,2018,0,Art/Humanities
7,16193,,,,,1,2018,0,Art/Humanities
7,7777,,,,30,39,2018,0,Art/Humanities
7,21171,,,,30,32,2018,0,Art/Humanities
7,16192,,,,30,31,2018,0,Art/Humanities
7,4853,,,,44,74,2018,0,Art/Humanities
7,40272,,,,12,11,2018,0,Art/Humanities
7,16663,,,,10,11,2018,0,Art/Humanities
7,16588,,,,,1,2018,0,Art/Humanities
7,17059,,,,30,79,2018,0,Art/Humanities
7,16594,,,,30,91,2018,0,Art/Humanities
7,18812,,,,50,22,2018,0,Art/Humanities
7,18811,,,,25,8,2018,0,Art/Humanities
7,7404,709,659,23,23,110,2017,0,Art/Humanities
7,7405,626,586,21,23,75,2017,0,Art/Humanities
7,7402,677,681,228,220,1141,2017,0,Art/Humanities
7,7406,667,658,78,80,437,2017,0,Art/Humanities
7,29756,,,,,55,2017,0,Art/Humanities
7,7408,636,593,31,35,118,2017,0,Art/Humanities
7,11675,688,684,71,51,346,2017,0,Art/Humanities
7,7463,,,,,109,2017,0,Art/Humanities
7,29760,,,,,27,2017,0,Art/Humanities
7,7456,645,645,139,136,687,2017,0,Art/Humanities
7,7433,636,579,84,80,241,2017,0,Art/Humanities
7,7403,659,651,54,55,374,2017,0,Art/Humanities
7,7434,682,636,88,90,381,2017,0,Art/Humanities
7,7452,648,615,81,78,328,2017,0,Art/Humanities
7,1203,709,685,40,40,201,2017,0,Art/Humanities
7,15663,665,670,54,50,178,2017,0,Art/Humanities
7,1171,671,689,75,75,358,2017,0,Art/Humanities
7,1173,682,691,179,90,847,2017,0,Art/Humanities
7,33378,,,,,3,2017,0,Art/Humanities
7,1186,642,624,23,25,123,2017,0,Art/Humanities
7,1207,666,664,54,50,391,2017,0,Art/Humanities
7,1192,700,683,62,60,287,2017,0,Art/Humanities
7,1253,,,,,60,2017,0,Art/Humanities
7,1212,679,680,64,60,298,2017,0,Art/Humanities
7,1213,688,702,35,34,167,2017,0,Art/Humanities
7,1205,,,,,1,2017,0,Art/Humanities
7,1204,650,657,4,10,165,2017,0,Art/Humanities
10,1360,632,640,76,75,410,2017,0,Art/Humanities
10,11012,620,619,50,50,212,2017,0,Art/Humanities
10,1378,,,,,18,2017,0,Art/Humanities
10,1423,592,559,40,40,68,2017,0,Art/Humanities
10,1521,596,578,59,55,273,2017,0,Art/Humanities
10,13974,638,614,20,20,70,2017,0,Art/Humanities
6,1569,664,672,73,65,369,2017,0,Art/Humanities
6,1651,590,566,47,45,148,2017,0,Art/Humanities
6,1609,,,,60,98,2017,0,Art/Humanities
6,1603,590,556,50,50,203,2017,0,Art/Humanities
6,33583,,,,,13,2017,0,Art/Humanities
6,1724,650,658,69,70,321,2017,0,Art/Humanities
6,1726,651,651,32,30,136,2017,0,Art/Humanities
6,21862,529,509,45,60,179,2017,0,Art/Humanities
7,1835,664,665,61,60,409,2017,0,Art/Humanities
7,1874,575,570,35,35,125,2017,0,Art/Humanities
7,33399,640,605,16,20,81,2017,0,Art/Humanities
13,2015,601,600,76,75,362,2017,0,Art/Humanities
13,10028,587,588,38,30,144,2017,0,Art/Humanities
3,2136,572,583,87,75,411,2017,0,Art/Humanities
5,2166,,,,2,8,2017,0,Art/Humanities
5,6391,596,581,73,75,415,2017,0,Art/Humanities
6,2264,646,573,36,20,119,2017,0,Art/Humanities
6,2191,603,606,119,120,601,2017,0,Art/Humanities
6,2240,633,618,40,40,148,2017,0,Art/Humanities
6,2193,560,554,81,75,335,2017,0,Art/Humanities
6,2244,,,,,4,2017,0,Art/Humanities
3,31534,527,508,8,17,35,2017,0,Art/Humanities
16,2627,591,614,22,20,81,2017,0,Art/Humanities
9,2751,631,652,69,70,393,2017,0,Art/Humanities
9,2771,589,591,35,40,148,2017,0,Art/Humanities
7,16581,557,551,19,40,77,2017,0,Art/Humanities
7,2120,617,523,41,41,136,2017,0,Art/Humanities
7,2118,645,590,45,42,167,2017,0,Art/Humanities
7,2322,544,515,85,90,435,2017,0,Art/Humanities
7,13476,546,508,12,20,68,2017,0,Art/Humanities
1,2858,540,530,21,20,68,2017,0,Art/Humanities
1,2855,580,600,34,25,128,2017,0,Art/Humanities
1,2856,535,535,23,20,101,2017,0,Art/Humanities
2,2895,574,597,35,30,138,2017,0,Art/Humanities
6,3166,683,541,32,34,103,2017,0,Art/Humanities
6,3106,560,549,46,44,165,2017,0,Art/Humanities
6,3122,520,482,12,24,73,2017,0,Art/Humanities
6,3112,524,501,30,34,122,2017,0,Art/Humanities
7,2866,657,528,20,20,122,2017,0,Art/Humanities
7,2860,577,551,71,69,331,2017,0,Art/Humanities
7,2865,553,512,25,42,81,2017,0,Art/Humanities
7,2876,553,527,33,40,94,2017,0,Art/Humanities
7,35646,,,,25,40,2017,0,Art/Humanities
7,1336,589,560,51,60,177,2017,0,Art/Humanities
7,22102,572,542,30,30,130,2017,0,Art/Humanities
7,1311,547,505,92,120,455,2017,0,Art/Humanities
12,1274,550,538,39,45,210,2017,0,Art/Humanities
7,11397,589,552,36,30,157,2017,0,Art/Humanities
7,1313,,,,,1,2017,0,Art/Humanities
7,15464,555,520,23,30,95,2017,0,Art/Humanities
7,34617,540,580,16,20,34,2017,0,Art/Humanities
7,12218,,,,20,28,2017,0,Art/Humanities
7,15465,553,550,12,20,68,2017,0,Art/Humanities
7,15462,541,530,13,15,55,2017,0,Art/Humanities
7,1682,502,510,20,20,79,2017,0,Art/Humanities
7,17399,565,520,2,15,39,2017,0,Art/Humanities
10,2365,645,658,90,85,608,2017,0,Art/Humanities
10,2366,546,536,59,50,217,2017,0,Art/Humanities
7,4496,,,,25,30,2017,0,Art/Humanities
7,9610,,,,105,132,2017,0,Art/Humanities
10,4470,,,,,35,2017,0,Art/Humanities
7,4342,,,,46,135,2017,0,Art/Humanities
6,4547,,,,20,43,2017,0,Art/Humanities
7,4537,,,,29,50,2017,0,Art/Humanities
7,22025,,,,,3,2017,0,Art/Humanities
7,22027,,,,,30,2017,0,Art/Humanities
7,34716,,,,10,1,2017,0,Art/Humanities
7,26270,638,617,20,35,123,2017,0,Art/Humanities
7,26448,565,536,39,60,148,2017,0,Art/Humanities
7,1022,554,534,93,95,442,2017,0,Art/Humanities
6,15546,533,519,62,60,254,2017,0,Art/Humanities
7,1103,529,518,24,30,73,2017,0,Art/Humanities
7,1035,530,507,20,40,136,2017,0,Art/Humanities
7,26443,565,562,15,30,66,2017,0,Art/Humanities
7,26442,523,494,11,20,79,2017,0,Art/Humanities
6,26441,,,,,2,2017,0,Art/Humanities
7,1033,523,510,30,80,47,2017,0,Art/Humanities
7,11898,615,420,1,20,14,2017,0,Art/Humanities
7,11899,556,478,18,40,83,2017,0,Art/Humanities
6,13463,555,502,6,15,29,2017,0,Art/Humanities
7,11900,549,491,28,40,59,2017,0,Art/Humanities
11,14598,,,,40,153,2017,0,Art/Humanities
10,4664,573,548,53,50,214,2017,0,Art/Humanities
7,4673,598,573,112,100,699,2017,0,Art/Humanities
7,4679,,,,,1,2017,0,Art/Humanities
7,10457,619,589,36,30,138,2017,0,Art/Humanities
7,33726,556,517,53,50,59,2017,0,Art/Humanities
10,8842,551,504,55,55,285,2017,0,Art/Humanities
14,8846,554,518,28,40,148,2017,0,Art/Humanities
7,15477,538,507,28,55,210,2017,0,Art/Humanities
7,5617,,,,,13,2017,0,Art/Humanities
12,5650,568,571,45,45,196,2017,0,Art/Humanities
7,28873,569,528,6,7,7,2017,0,Art/Humanities
7,1003,713,714,5,3,48,2017,0,Art/Humanities
7,1015,621,585,10,7,46,2017,0,Art/Humanities
7,24779,655,642,7,14,59,2017,0,Art/Humanities
7,21009,,,,30,106,2017,0,Art/Humanities
7,6532,,,,75,255,2017,0,Art/Humanities
7,21545,,,,40,106,2017,0,Art/Humanities
7,6536,,,,40,89,2017,0,Art/Humanities
7,27945,,,,,1,2017,0,Art/Humanities
6,2636,496,,59,75,228,2017,0,Art/Humanities
6,14944,486,,30,30,65,2017,0,Art/Humanities
5,22221,,,,,6,2017,0,Art/Humanities
7,22220,,,,,9,2017,0,Art/Humanities
7,3957,450,450,,,2,2017,0,Art/Humanities
7,27078,450,450,,,7,2017,0,Art/Humanities
10,11889,540,515,14,15,27,2017,0,Art/Humanities
10,13484,556,532,46,45,203,2017,0,Art/Humanities
10,3946,504,468,3,10,12,2017,0,Art/Humanities
7,4313,,,,,14,2017,0,Art/Humanities
12,34327,583,581,53,40,105,2017,0,Art/Humanities
12,8840,546,534,32,25,108,2017,0,Art/Humanities
12,16491,534,521,12,20,47,2017,0,Art/Humanities
12,16483,552,534,13,20,66,2017,0,Art/Humanities
7,3202,587,579,95,100,484,2017,0,Art/Humanities
7,10344,,,,,41,2017,0,Art/Humanities
7,3207,523,493,63,80,270,2017,0,Art/Humanities
14,3439,,,,,16,2017,0,Art/Humanities
14,18280,561,571,30,30,122,2017,0,Art/Humanities
7,3982,,,,10,9,2017,0,Art/Humanities
7,8861,561,527,141,135,263,2017,0,Art/Humanities
7,3993,563,484,17,18,52,2017,0,Art/Humanities
7,24206,598,541,37,35,170,2017,0,Art/Humanities
7,8864,587,510,37,42,114,2017,0,Art/Humanities
7,3996,591,540,38,36,127,2017,0,Art/Humanities
7,7110,,,,,3,2017,0,Art/Humanities
5,32559,,,,35,104,2017,0,Art/Humanities
7,32557,,,,70,166,2017,0,Art/Humanities
7,32568,,,,,14,2017,0,Art/Humanities
12,32561,,,,15,60,2017,0,Art/Humanities
5,7141,,,,,26,2017,0,Art/Humanities
7,7196,,,,,53,2017,0,Art/Humanities
7,17884,,,,,16,2017,0,Art/Humanities
12,9270,,,,,21,2017,0,Art/Humanities
7,9157,,,,,9,2017,0,Art/Humanities
7,4647,,,,40,93,2017,0,Art/Humanities
7,9073,,,,35,98,2017,0,Art/Humanities
6,15631,,,,30,11,2017,0,Art/Humanities
7,15643,,,,55,174,2017,0,Art/Humanities
7,10547,,,,40,131,2017,0,Art/Humanities
7,15646,,,,,2,2017,0,Art/Humanities
7,33463,,,,30,22,2017,0,Art/Humanities
6,15630,,,,35,84,2017,0,Art/Humanities
6,15635,,,,35,76,2017,0,Art/Humanities
7,31617,,,,50,70,2017,0,Art/Humanities
6,18387,,,,35,28,2017,0,Art/Humanities
7,4653,,,,,2,2017,0,Art/Humanities
7,36512,,,,25,37,2017,0,Art/Humanities
7,31620,,,,30,56,2017,0,Art/Humanities
7,9077,,,,,4,2017,0,Art/Humanities
6,33755,,,,30,34,2017,0,Art/Humanities
6,31619,,,,30,4,2017,0,Art/Humanities
7,4650,,,,,10,2017,0,Art/Humanities
6,15633,,,,,4,2017,0,Art/Humanities
7,4651,,,,,24,2017,0,Art/Humanities
6,15632,,,,,16,2017,0,Art/Humanities
7,11962,,,,,5,2017,0,Art/Humanities
7,6210,,,,72,225,2017,0,Art/Humanities
6,6182,,,,31,94,2017,0,Art/Humanities
7,18416,,,,88,249,2017,0,Art/Humanities
6,19923,,,,60,224,2017,0,Art/Humanities
10,6199,,,,,30,2017,0,Art/Humanities
7,19926,,,,57,155,2017,0,Art/Humanities
7,6286,,,,80,299,2017,0,Art/Humanities
6,6175,,,,45,157,2017,0,Art/Humanities
7,6186,,,,98,336,2017,0,Art/Humanities
6,6174,,,,87,286,2017,0,Art/Humanities
7,6356,,,,50,176,2017,0,Art/Humanities
10,6206,,,,50,146,2017,0,Art/Humanities
7,6194,,,,56,284,2017,0,Art/Humanities
6,6184,,,,39,156,2017,0,Art/Humanities
10,27368,,,,35,102,2017,0,Art/Humanities
7,6212,,,,101,281,2017,0,Art/Humanities
6,36041,,,,,1,2017,0,Art/Humanities
6,6374,,,,68,169,2017,0,Art/Humanities
6,32786,,,,,7,2017,0,Art/Humanities
7,33470,,,,,3,2017,0,Art/Humanities
7,31522,,,,,2,2017,0,Art/Humanities
7,30970,,,,,5,2017,0,Art/Humanities
6,30273,,,,18,41,2017,0,Art/Humanities
7,30973,,,,30,55,2017,0,Art/Humanities
7,36027,,,,24,22,2017,0,Art/Humanities
10,35680,,,,,3,2017,0,Art/Humanities
7,6213,,,,,25,2017,0,Art/Humanities
6,33472,,,,,1,2017,0,Art/Humanities
6,6375,,,,29,87,2017,0,Art/Humanities
7,35685,,,,,6,2017,0,Art/Humanities
6,33467,,,,,1,2017,0,Art/Humanities
7,24044,,,,,24,2017,0,Art/Humanities
7,24433,,,,28,68,2017,0,Art/Humanities
6,22431,,,,49,115,2017,0,Art/Humanities
7,26256,,,,,5,2017,0,Art/Humanities
7,22560,,,,45,94,2017,0,Art/Humanities
7,26904,,,,120,311,2017,0,Art/Humanities
7,26824,,,,65,149,2017,0,Art/Humanities
7,26825,,,,40,78,2017,0,Art/Humanities
9,13498,,,,32,51,2017,0,Art/Humanities
10,34422,,,,30,39,2017,0,Art/Humanities
13,34457,,,,30,29,2017,0,Art/Humanities
7,26497,,,,40,109,2017,0,Art/Humanities
7,14220,,,,70,202,2017,0,Art/Humanities
7,19768,,,,40,131,2017,0,Art/Humanities
7,28250,,,,30,77,2017,0,Art/Humanities
7,5792,,,,32,93,2017,0,Art/Humanities
7,9770,,,,28,64,2017,0,Art/Humanities
7,28533,,,,35,101,2017,0,Art/Humanities
7,28534,,,,28,86,2017,0,Art/Humanities
7,19738,,,,30,78,2017,0,Art/Humanities
7,5801,,,,30,88,2017,0,Art/Humanities
7,9850,,,,36,55,2017,0,Art/Humanities
3,5816,,,,30,42,2017,0,Art/Humanities
10,14277,,,,20,35,2017,0,Art/Humanities
10,9761,,,,,4,2017,0,Art/Humanities
9,5734,,,,,23,2017,0,Art/Humanities
7,5790,,,,25,65,2017,0,Art/Humanities
7,9771,,,,24,40,2017,0,Art/Humanities
14,5881,,,,,11,2017,0,Art/Humanities
8,5776,,,,25,61,2017,0,Art/Humanities
7,5890,,,,25,78,2017,0,Art/Humanities
7,15449,,,,25,57,2017,0,Art/Humanities
6,5835,,,,25,80,2017,0,Art/Humanities
7,32742,,,,24,63,2017,0,Art/Humanities
7,29524,,,,,3,2017,0,Art/Humanities
7,29533,,,,,24,2017,0,Art/Humanities
7,29539,,,,,5,2017,0,Art/Humanities
7,9654,,,,25,49,2017,0,Art/Humanities
7,9655,,,,,14,2017,0,Art/Humanities
7,16495,,,,60,110,2017,0,Art/Humanities
7,16497,,,,30,68,2017,0,Art/Humanities
7,24522,,,,,1,2017,0,Art/Humanities
7,16500,,,,30,56,2017,0,Art/Humanities
7,17545,,,,35,41,2017,0,Art/Humanities
7,27693,,,,,16,2017,0,Art/Humanities
10,13502,,,,35,52,2017,0,Art/Humanities
7,36663,,,,20,20,2017,0,Art/Humanities
7,36696,,,,20,20,2017,0,Art/Humanities
1,29650,,,,15,37,2017,0,Art/Humanities
9,29728,,,,15,33,2017,0,Art/Humanities
2,29729,,,,15,38,2017,0,Art/Humanities
5,29651,,,,30,62,2017,0,Art/Humanities
7,29610,,,,15,37,2017,0,Art/Humanities
14,29730,,,,17,39,2017,0,Art/Humanities
7,29732,,,,30,64,2017,0,Art/Humanities
7,32131,,,,20,37,2017,0,Art/Humanities
16,29731,,,,15,31,2017,0,Art/Humanities
8,29733,,,,23,36,2017,0,Art/Humanities
10,29727,,,,,1,2017,0,Art/Humanities
12,29735,,,,20,50,2017,0,Art/Humanities
6,29734,,,,15,41,2017,0,Art/Humanities
6,33934,,,,,5,2017,0,Art/Humanities
7,29628,,,,30,36,2017,0,Art/Humanities
16,32132,,,,,2,2017,0,Art/Humanities
6,29654,,,,10,27,2017,0,Art/Humanities
7,4926,,,,70,79,2017,0,Art/Humanities
7,4928,,,,25,35,2017,0,Art/Humanities
7,7777,,,,60,34,2017,0,Art/Humanities
7,21171,,,,30,25,2017,0,Art/Humanities
7,16192,,,,30,27,2017,0,Art/Humanities
7,4853,,,,45,48,2017,0,Art/Humanities
7,16663,,,,20,26,2017,0,Art/Humanities
7,31588,,,,20,5,2017,0,Art/Humanities
7,30645,,,,35,11,2017,0,Art/Humanities
7,17059,,,,50,91,2017,0,Art/Humanities
7,16594,,,,50,87,2017,0,Art/Humanities
7,18813,,,,50,49,2017,0,Art/Humanities
7,18812,,,,50,36,2017,0,Art/Humanities
7,18810,,,,40,26,2017,0,Art/Humanities
7,18811,,,,40,13,2017,0,Art/Humanities
7,7404,701,616,25,23,105,2016,0,Art/Humanities
7,7405,634,619,18,23,77,2016,0,Art/Humanities
7,7402,681,681,245,216,1102,2016,0,Art/Humanities
7,7406,657,629,86,80,430,2016,0,Art/Humanities
7,29756,,,,,48,2016,0,Art/Humanities
7,7408,629,592,32,45,115,2016,0,Art/Humanities
7,11675,675,652,72,51,328,2016,0,Art/Humanities
7,7463,,,,,106,2016,0,Art/Humanities
7,29760,,,,,28,2016,0,Art/Humanities
7,7456,645,647,155,136,693,2016,0,Art/Humanities
7,7433,646,595,87,80,241,2016,0,Art/Humanities
7,7403,651,644,80,58,382,2016,0,Art/Humanities
7,7434,678,620,109,90,371,2016,0,Art/Humanities
7,7452,645,620,84,78,318,2016,0,Art/Humanities
7,1203,696,664,40,40,195,2016,0,Art/Humanities
7,15663,670,670,52,50,171,2016,0,Art/Humanities
7,1171,661,673,76,75,422,2016,0,Art/Humanities
7,1173,668,678,181,90,813,2016,0,Art/Humanities
7,33378,,,,,3,2016,0,Art/Humanities
7,1186,639,616,23,25,133,2016,0,Art/Humanities
7,1207,664,662,57,50,380,2016,0,Art/Humanities
7,1192,696,674,64,60,324,2016,0,Art/Humanities
7,1253,,,,,70,2016,0,Art/Humanities
7,1212,674,665,66,60,350,2016,0,Art/Humanities
7,1213,706,709,38,34,187,2016,0,Art/Humanities
7,15666,,,,,14,2016,0,Art/Humanities
7,1205,,,,,3,2016,0,Art/Humanities
7,1204,639,626,3,10,280,2016,0,Art/Humanities
10,1360,624,637,81,75,451,2016,0,Art/Humanities
10,11012,605,597,51,50,214,2016,0,Art/Humanities
10,1378,,,,,18,2016,0,Art/Humanities
10,1423,598,565,47,40,70,2016,0,Art/Humanities
10,1521,582,549,59,55,289,2016,0,Art/Humanities
10,13974,639,603,19,20,71,2016,0,Art/Humanities
6,1569,663,670,74,65,359,2016,0,Art/Humanities
6,1651,592,548,46,45,144,2016,0,Art/Humanities
6,1609,,,,60,85,2016,0,Art/Humanities
6,1603,578,530,52,50,181,2016,0,Art/Humanities
6,1610,,,,,19,2016,0,Art/Humanities
6,33583,,,,,8,2016,0,Art/Humanities
6,33616,615,597,74,75,292,2016,0,Art/Humanities
6,1724,651,671,67,65,318,2016,0,Art/Humanities
6,1726,635,645,26,30,151,2016,0,Art/Humanities
6,21862,514,494,47,60,176,2016,0,Art/Humanities
7,1835,666,662,59,60,404,2016,0,Art/Humanities
7,1874,577,557,33,40,133,2016,0,Art/Humanities
7,12244,638,625,18,20,60,2016,0,Art/Humanities
13,2015,584,579,82,75,340,2016,0,Art/Humanities
13,10028,594,584,35,30,136,2016,0,Art/Humanities
3,2136,549,533,75,75,387,2016,0,Art/Humanities
5,2166,582,588,1,3,10,2016,0,Art/Humanities
5,6391,589,599,76,75,403,2016,0,Art/Humanities
6,2264,664,566,37,20,112,2016,0,Art/Humanities
6,2191,599,604,123,120,581,2016,0,Art/Humanities
6,2240,606,592,42,40,149,2016,0,Art/Humanities
6,2193,580,586,74,70,324,2016,0,Art/Humanities
6,2244,,,,,11,2016,0,Art/Humanities
3,31534,519,505,11,17,27,2016,0,Art/Humanities
16,2627,535,543,19,20,86,2016,0,Art/Humanities
9,2751,622,646,70,65,387,2016,0,Art/Humanities
9,2771,600,610,44,40,141,2016,0,Art/Humanities
7,16581,528,528,13,30,72,2016,0,Art/Humanities
7,6577,,,,,1,2016,0,Art/Humanities
7,2120,623,525,41,40,137,2016,0,Art/Humanities
7,2118,645,573,42,40,148,2016,0,Art/Humanities
7,2322,553,503,57,100,442,2016,0,Art/Humanities
7,13476,536,483,6,30,74,2016,0,Art/Humanities
1,2858,541,540,14,20,71,2016,0,Art/Humanities
1,2855,573,596,27,25,109,2016,0,Art/Humanities
1,2856,507,521,22,20,89,2016,0,Art/Humanities
2,2895,568,579,33,30,190,2016,0,Art/Humanities
6,3166,674,524,31,25,102,2016,0,Art/Humanities
6,3106,567,538,51,40,149,2016,0,Art/Humanities
6,3122,509,489,22,20,73,2016,0,Art/Humanities
6,3112,517,482,28,30,111,2016,0,Art/Humanities
7,2866,652,546,41,32,148,2016,0,Art/Humanities
7,2860,578,543,66,66,324,2016,0,Art/Humanities
7,2865,558,514,27,20,84,2016,0,Art/Humanities
7,2876,555,559,25,18,76,2016,0,Art/Humanities
7,27556,,,,,3,2016,0,Art/Humanities
7,35646,,,,25,29,2016,0,Art/Humanities
7,1336,569,546,53,60,199,2016,0,Art/Humanities
7,22102,619,593,32,30,123,2016,0,Art/Humanities
7,1311,544,517,88,120,427,2016,0,Art/Humanities
12,1274,571,555,30,45,209,2016,0,Art/Humanities
7,27555,,,,,6,2016,0,Art/Humanities
7,11397,592,550,30,30,148,2016,0,Art/Humanities
7,27550,,,,30,19,2016,0,Art/Humanities
7,1295,,,,,4,2016,0,Art/Humanities
7,1313,,,,,2,2016,0,Art/Humanities
7,15464,549,538,19,30,96,2016,0,Art/Humanities
7,34617,546,476,12,20,15,2016,0,Art/Humanities
7,12218,,,,30,48,2016,0,Art/Humanities
7,15465,541,496,13,20,67,2016,0,Art/Humanities
7,15462,530,455,8,18,64,2016,0,Art/Humanities
7,1682,529,496,8,20,84,2016,0,Art/Humanities
7,17399,569,476,6,15,55,2016,0,Art/Humanities
10,2365,649,661,91,85,588,2016,0,Art/Humanities
10,2366,562,560,59,50,208,2016,0,Art/Humanities
7,4496,,,,25,39,2016,0,Art/Humanities
7,9610,,,,30,89,2016,0,Art/Humanities
10,4470,,,,,47,2016,0,Art/Humanities
7,4342,,,,40,112,2016,0,Art/Humanities
6,4547,,,,20,45,2016,0,Art/Humanities
7,4537,,,,25,38,2016,0,Art/Humanities
7,22025,,,,,5,2016,0,Art/Humanities
7,22027,,,,15,40,2016,0,Art/Humanities
7,26270,616,596,33,35,113,2016,0,Art/Humanities
7,26448,562,524,53,60,132,2016,0,Art/Humanities
7,1022,554,533,94,90,389,2016,0,Art/Humanities
6,15546,532,504,56,60,233,2016,0,Art/Humanities
7,1103,529,511,24,30,69,2016,0,Art/Humanities
7,1035,523,498,40,40,147,2016,0,Art/Humanities
7,26443,521,525,16,30,61,2016,0,Art/Humanities
7,26442,529,508,16,25,83,2016,0,Art/Humanities
6,26441,,,,,9,2016,0,Art/Humanities
7,1033,517,497,31,20,48,2016,0,Art/Humanities
7,11898,554,534,1,15,20,2016,0,Art/Humanities
7,11899,549,475,17,20,82,2016,0,Art/Humanities
6,13463,533,458,4,15,28,2016,0,Art/Humanities
7,11900,541,470,20,15,52,2016,0,Art/Humanities
7,2429,,,,,28,2016,0,Art/Humanities
7,2436,,,,,1,2016,0,Art/Humanities
7,16688,,,,,51,2016,0,Art/Humanities
7,2430,,,,,2,2016,0,Art/Humanities
7,2503,,,,,1,2016,0,Art/Humanities
7,2444,,,,,1,2016,0,Art/Humanities
7,29239,,,,,3,2016,0,Art/Humanities
7,2451,,,,,58,2016,0,Art/Humanities
7,2450,,,,,28,2016,0,Art/Humanities
7,15816,,,,,4,2016,0,Art/Humanities
11,14598,,,,30,115,2016,0,Art/Humanities
10,4664,585,559,41,35,206,2016,0,Art/Humanities
7,4673,606,577,112,80,698,2016,0,Art/Humanities
7,4679,,,,,1,2016,0,Art/Humanities
7,10457,619,606,33,25,107,2016,0,Art/Humanities
7,33726,548,517,40,30,41,2016,0,Art/Humanities
10,8842,533,501,47,50,261,2016,0,Art/Humanities
14,8846,568,501,30,30,147,2016,0,Art/Humanities
7,15477,542,488,36,55,237,2016,0,Art/Humanities
7,5617,,,,,24,2016,0,Art/Humanities
12,5650,515,504,49,49,184,2016,0,Art/Humanities
7,28873,592,502,2,6,3,2016,0,Art/Humanities
7,1003,692,616,3,7,49,2016,0,Art/Humanities
7,1015,620,567,6,8,46,2016,0,Art/Humanities
7,24779,651,632,9,15,55,2016,0,Art/Humanities
7,21009,479,478,9,20,107,2016,0,Art/Humanities
7,6532,550,539,20,80,280,2016,0,Art/Humanities
7,21545,514,478,6,45,100,2016,0,Art/Humanities
7,6536,558,499,4,40,102,2016,0,Art/Humanities
7,27945,,,,,3,2016,0,Art/Humanities
6,2636,529,,41,60,263,2016,0,Art/Humanities
6,14944,493,,23,25,61,2016,0,Art/Humanities
5,22221,,,,,11,2016,0,Art/Humanities
7,22220,,,,,15,2016,0,Art/Humanities
7,27078,,,,15,12,2016,0,Art/Humanities
10,11889,501,476,12,15,26,2016,0,Art/Humanities
10,13484,544,514,53,45,194,2016,0,Art/Humanities
10,3946,483,466,1,10,11,2016,0,Art/Humanities
7,4313,,,,,27,2016,0,Art/Humanities
12,34327,579,562,51,40,55,2016,0,Art/Humanities
12,8840,552,524,17,20,94,2016,0,Art/Humanities
12,3891,,,,,3,2016,0,Art/Humanities
12,16491,508,497,9,20,50,2016,0,Art/Humanities
12,16483,542,501,18,20,79,2016,0,Art/Humanities
7,3202,571,553,110,100,471,2016,0,Art/Humanities
7,10344,,,,,64,2016,0,Art/Humanities
7,3207,512,489,78,80,281,2016,0,Art/Humanities
